po_number,date,medicine_id,medicine_name,quantity_ordered,unit_cost_inr,total_cost_inr,supplier_id,status
PO1062,2025-05-01,53,Dicyclomine 20mg,1372,4.0,5488.0,2,DELIVERED
PO1062,2025-05-01,56,Esomeprazole 40mg,1176,10.0,11760.0,1,DELIVERED
PO1062,2025-05-01,12,Amlodipine 10mg,1470,3.5,5145.0,1,DELIVERED
PO1062,2025-05-01,8,Pioglitazone 15mg,560,8.0,4480.0,1,DELIVERED
PO1062,2025-05-01,30,Ofloxacin 200mg,1120,6.0,6720.0,4,DELIVERED
PO1062,2025-05-01,47,Pantoprazole 40mg,2940,5.0,14700.0,3,DELIVERED
PO1062,2025-05-01,52,Loperamide 2mg,1470,3.0,4410.0,1,DELIVERED
PO1062,2025-05-01,48,Ranitidine 150mg,2520,2.0,5040.0,4,DELIVERED
PO1062,2025-05-01,64,Chlorpheniramine 4mg,1120,1.0,1120.0,3,DELIVERED
PO1062,2025-05-01,35,Nitrofurantoin 100mg,1232,8.0,9856.0,1,DELIVERED
PO1063,2025-05-08,11,Amlodipine 5mg,2310,2.5,5775.0,4,DELIVERED
PO1063,2025-05-08,1,Metformin 500mg,2800,1.5,4200.0,4,DELIVERED
PO1063,2025-05-08,7,Sitagliptin 100mg,630,25.0,15750.0,2,DELIVERED
PO1063,2025-05-08,77,Multivitamin,1120,3.0,3360.0,3,DELIVERED
PO1063,2025-05-08,14,Losartan 50mg,1470,5.0,7350.0,2,DELIVERED
PO1063,2025-05-08,56,Esomeprazole 40mg,1176,10.0,11760.0,5,DELIVERED
PO1063,2025-05-08,51,ORS Powder,4480,5.0,22400.0,5,DELIVERED
PO1063,2025-05-08,46,Omeprazole 20mg,3430,3.0,10290.0,2,DELIVERED
PO1063,2025-05-08,86,Calamine Lotion,280,45.0,12600.0,4,DELIVERED
PO1063,2025-05-08,76,Folic Acid 5mg,1750,1.0,1750.0,2,DELIVERED
PO1063,2025-05-08,42,Tramadol 50mg,420,8.0,3360.0,4,DELIVERED
PO1063,2025-05-08,40,Aceclofenac 100mg,1470,5.0,7350.0,3,DELIVERED
PO1063,2025-05-08,44,Mefenamic Acid 500mg,1078,4.0,4312.0,5,DELIVERED
PO1063,2025-05-08,93,Ofloxacin Ear Drops,140,40.0,5600.0,1,DELIVERED
PO1063,2025-05-08,32,Norfloxacin 400mg,1470,5.0,7350.0,1,DELIVERED
PO1063,2025-05-08,5,Insulin Human 40IU,112,85.0,9520.0,4,DELIVERED
PO1063,2025-05-08,13,Enalapril 5mg,980,4.0,3920.0,1,DELIVERED
PO1063,2025-05-08,61,Montelukast 10mg,1470,8.0,11760.0,1,DELIVERED
PO1063,2025-05-08,67,Theophylline 300mg,770,5.0,3850.0,3,DELIVERED
PO1064,2025-05-15,82,Clotrimazole Cream,420,35.0,14700.0,2,DELIVERED
PO1064,2025-05-15,19,Hydrochlorothiazide 25mg,1680,2.0,3360.0,5,DELIVERED
PO1064,2025-05-15,46,Omeprazole 20mg,2940,3.0,8820.0,4,DELIVERED
PO1064,2025-05-15,5,Insulin Human 40IU,84,85.0,7140.0,2,DELIVERED
PO1064,2025-05-15,3,Glimepiride 1mg,1715,3.5,6002.5,3,DELIVERED
PO1064,2025-05-15,53,Dicyclomine 20mg,784,4.0,3136.0,3,DELIVERED
PO1064,2025-05-15,35,Nitrofurantoin 100mg,770,8.0,6160.0,3,DELIVERED
PO1064,2025-05-15,23,Amoxicillin 500mg,3185,4.0,12740.0,4,DELIVERED
PO1064,2025-05-15,59,Salbutamol Inhaler,126,120.0,15120.0,1,DELIVERED
PO1064,2025-05-15,54,Sucralfate 1g,560,6.0,3360.0,4,DELIVERED
PO1065,2025-05-22,21,Spironolactone 25mg,735,8.0,5880.0,3,DELIVERED
PO1065,2025-05-22,66,Ambroxol Syrup,420,50.0,21000.0,5,DELIVERED
PO1065,2025-05-22,48,Ranitidine 150mg,2520,2.0,5040.0,4,DELIVERED
PO1065,2025-05-22,90,Tobramycin Eye Drops,210,45.0,9450.0,5,DELIVERED
PO1065,2025-05-22,74,Calcium + D3,1925,4.0,7700.0,1,DELIVERED
PO1065,2025-05-22,46,Omeprazole 20mg,2940,3.0,8820.0,1,DELIVERED
PO1065,2025-05-22,25,Ciprofloxacin 500mg,1890,8.0,15120.0,3,DELIVERED
PO1065,2025-05-22,92,Chloramphenicol Ear Drops,175,30.0,5250.0,5,DELIVERED
PO1065,2025-05-22,71,Vitamin B Complex,2275,1.5,3412.5,2,DELIVERED
PO1065,2025-05-22,69,Fluticasone Nasal Spray,84,150.0,12600.0,1,DELIVERED
PO1066,2025-06-01,36,Paracetamol 500mg,5250,0.5,2625.0,2,DELIVERED
PO1066,2025-06-01,94,Timolol Eye Drops,140,55.0,7700.0,5,DELIVERED
PO1066,2025-06-01,30,Ofloxacin 200mg,1344,6.0,8064.0,3,DELIVERED
PO1066,2025-06-01,3,Glimepiride 1mg,1715,3.5,6002.5,5,DELIVERED
PO1066,2025-06-01,85,Mupirocin Ointment,392,75.0,29400.0,4,DELIVERED
PO1066,2025-06-01,32,Norfloxacin 400mg,1260,5.0,6300.0,1,DELIVERED
PO1066,2025-06-01,81,Fluconazole 150mg,504,15.0,7560.0,4,DELIVERED
PO1066,2025-06-01,18,Ramipril 5mg,1372,7.0,9604.0,2,DELIVERED
PO1066,2025-06-01,78,Vitamin E 400IU,924,5.0,4620.0,4,DELIVERED
PO1066,2025-06-01,64,Chlorpheniramine 4mg,1680,1.0,1680.0,5,DELIVERED
PO1066,2025-06-01,59,Salbutamol Inhaler,147,120.0,17640.0,2,DELIVERED
PO1066,2025-06-01,91,Artificial Tears,448,50.0,22400.0,2,DELIVERED
PO1066,2025-06-01,38,Ibuprofen 400mg,2520,2.0,5040.0,1,DELIVERED
PO1066,2025-06-01,83,Betamethasone Cream,672,40.0,26880.0,1,DELIVERED
PO1066,2025-06-01,100,Sertraline 50mg,784,10.0,7840.0,4,DELIVERED
PO1066,2025-06-01,37,Paracetamol 650mg,2800,0.8,2240.0,1,DELIVERED
PO1067,2025-06-08,77,Multivitamin,2240,3.0,6720.0,2,DELIVERED
PO1067,2025-06-08,74,Calcium + D3,1540,4.0,6160.0,4,DELIVERED
PO1067,2025-06-08,57,Lactulose Syrup,210,85.0,17850.0,2,DELIVERED
PO1067,2025-06-08,72,Vitamin C 500mg,1400,2.0,2800.0,2,DELIVERED
PO1067,2025-06-08,38,Ibuprofen 400mg,3360,2.0,6720.0,2,DELIVERED
PO1067,2025-06-08,23,Amoxicillin 500mg,3185,4.0,12740.0,3,DELIVERED
PO1067,2025-06-08,79,Zinc Sulfate 20mg,2128,2.0,4256.0,3,DELIVERED
PO1067,2025-06-08,66,Ambroxol Syrup,560,50.0,28000.0,4,DELIVERED
PO1067,2025-06-08,22,Cilnidipine 10mg,616,12.0,7392.0,2,DELIVERED
PO1067,2025-06-08,75,Iron + Folic Acid,3150,2.0,6300.0,5,DELIVERED
PO1068,2025-06-15,10,Gliclazide 80mg,980,5.0,4900.0,2,DELIVERED
PO1068,2025-06-15,1,Metformin 500mg,3360,1.5,5040.0,2,DELIVERED
PO1068,2025-06-15,44,Mefenamic Acid 500mg,924,4.0,3696.0,3,DELIVERED
PO1068,2025-06-15,83,Betamethasone Cream,336,40.0,13440.0,4,DELIVERED
PO1068,2025-06-15,47,Pantoprazole 40mg,1680,5.0,8400.0,5,DELIVERED
PO1068,2025-06-15,61,Montelukast 10mg,840,8.0,6720.0,4,DELIVERED
PO1068,2025-06-15,73,Vitamin D3 60000IU,525,30.0,15750.0,1,DELIVERED
PO1068,2025-06-15,74,Calcium + D3,1925,4.0,7700.0,5,DELIVERED
PO1068,2025-06-15,12,Amlodipine 10mg,1260,3.5,4410.0,5,DELIVERED
PO1068,2025-06-15,99,Clonazepam 0.5mg,504,6.0,3024.0,2,DELIVERED
PO1068,2025-06-15,68,Ipratropium Inhaler,84,180.0,15120.0,4,DELIVERED
PO1068,2025-06-15,96,Alprazolam 0.5mg,840,5.0,4200.0,3,DELIVERED
PO1068,2025-06-15,34,Clindamycin 300mg,630,22.0,13860.0,5,DELIVERED
PO1068,2025-06-15,30,Ofloxacin 200mg,896,6.0,5376.0,4,DELIVERED
PO1068,2025-06-15,87,Silver Sulfadiazine,175,55.0,9625.0,1,DELIVERED
PO1068,2025-06-15,45,Etoricoxib 90mg,630,15.0,9450.0,5,DELIVERED
PO1068,2025-06-15,49,Domperidone 10mg,1400,2.5,3500.0,1,DELIVERED
PO1068,2025-06-15,15,Telmisartan 40mg,1064,6.0,6384.0,1,DELIVERED
PO1068,2025-06-15,84,Permethrin Lotion,210,60.0,12600.0,4,DELIVERED
PO1069,2025-06-22,82,Clotrimazole Cream,350,35.0,12250.0,4,DELIVERED
PO1069,2025-06-22,20,Furosemide 40mg,1225,3.5,4287.5,1,DELIVERED
PO1069,2025-06-22,13,Enalapril 5mg,1715,4.0,6860.0,1,DELIVERED
PO1069,2025-06-22,85,Mupirocin Ointment,336,75.0,25200.0,1,DELIVERED
PO1069,2025-06-22,66,Ambroxol Syrup,490,50.0,24500.0,1,DELIVERED
PO1069,2025-06-22,11,Amlodipine 5mg,3080,2.5,7700.0,3,DELIVERED
PO1069,2025-06-22,41,Nimesulide 100mg,980,3.0,2940.0,4,DELIVERED
PO1069,2025-06-22,33,Co-trimoxazole DS,1400,4.0,5600.0,4,DELIVERED
PO1069,2025-06-22,34,Clindamycin 300mg,525,22.0,11550.0,2,DELIVERED
PO1069,2025-06-22,99,Clonazepam 0.5mg,588,6.0,3528.0,4,DELIVERED
PO1069,2025-06-22,64,Chlorpheniramine 4mg,1400,1.0,1400.0,3,DELIVERED
PO1069,2025-06-22,71,Vitamin B Complex,2275,1.5,3412.5,2,DELIVERED
PO1069,2025-06-22,65,Dextromethorphan Syrup,392,45.0,17640.0,3,DELIVERED
PO1069,2025-06-22,75,Iron + Folic Acid,3675,2.0,7350.0,2,DELIVERED
PO1070,2025-07-01,99,Clonazepam 0.5mg,672,6.0,4032.0,5,DELIVERED
PO1070,2025-07-01,64,Chlorpheniramine 4mg,1400,1.0,1400.0,4,DELIVERED
PO1070,2025-07-01,78,Vitamin E 400IU,1232,5.0,6160.0,5,DELIVERED
PO1070,2025-07-01,68,Ipratropium Inhaler,98,180.0,17640.0,4,DELIVERED
PO1070,2025-07-01,7,Sitagliptin 100mg,630,25.0,15750.0,2,DELIVERED
PO1070,2025-07-01,33,Co-trimoxazole DS,1400,4.0,5600.0,5,DELIVERED
PO1070,2025-07-01,95,Prednisolone Eye Drops,168,65.0,10920.0,5,DELIVERED
PO1070,2025-07-01,63,Levocetirizine 5mg,2058,3.0,6174.0,2,DELIVERED
PO1070,2025-07-01,6,Insulin Glargine,49,450.0,22050.0,5,DELIVERED
PO1070,2025-07-01,62,Cetirizine 10mg,1400,2.0,2800.0,5,DELIVERED
PO1071,2025-07-08,47,Pantoprazole 40mg,2100,5.0,10500.0,4,DELIVERED
PO1071,2025-07-08,36,Paracetamol 500mg,5250,0.5,2625.0,5,DELIVERED
PO1071,2025-07-08,35,Nitrofurantoin 100mg,616,8.0,4928.0,1,DELIVERED
PO1071,2025-07-08,14,Losartan 50mg,2058,5.0,10290.0,3,DELIVERED
PO1071,2025-07-08,87,Silver Sulfadiazine,140,55.0,7700.0,3,DELIVERED
PO1071,2025-07-08,76,Folic Acid 5mg,2800,1.0,2800.0,5,DELIVERED
PO1071,2025-07-08,70,Bromhexine 8mg,1470,3.0,4410.0,2,DELIVERED
PO1071,2025-07-08,29,Levofloxacin 500mg,1372,18.0,24696.0,3,DELIVERED
PO1071,2025-07-08,65,Dextromethorphan Syrup,392,45.0,17640.0,5,DELIVERED
PO1071,2025-07-08,58,Zinc Dispersible 20mg,2450,2.0,4900.0,1,DELIVERED
PO1071,2025-07-08,92,Chloramphenicol Ear Drops,210,30.0,6300.0,3,DELIVERED
PO1071,2025-07-08,73,Vitamin D3 60000IU,525,30.0,15750.0,2,DELIVERED
PO1071,2025-07-08,20,Furosemide 40mg,875,3.5,3062.5,1,DELIVERED
PO1071,2025-07-08,68,Ipratropium Inhaler,98,180.0,17640.0,5,DELIVERED
PO1072,2025-07-15,10,Gliclazide 80mg,1372,5.0,6860.0,4,DELIVERED
PO1072,2025-07-15,86,Calamine Lotion,420,45.0,18900.0,1,DELIVERED
PO1072,2025-07-15,28,Metronidazole 400mg,1750,3.0,5250.0,1,DELIVERED
PO1072,2025-07-15,83,Betamethasone Cream,336,40.0,13440.0,1,DELIVERED
PO1072,2025-07-15,39,Diclofenac 50mg,1260,2.5,3150.0,2,DELIVERED
PO1072,2025-07-15,64,Chlorpheniramine 4mg,1960,1.0,1960.0,5,DELIVERED
PO1072,2025-07-15,43,Aspirin 75mg,2695,1.0,2695.0,3,DELIVERED
PO1072,2025-07-15,50,Ondansetron 4mg,1400,8.0,11200.0,5,DELIVERED
PO1072,2025-07-15,9,Vildagliptin 50mg,504,18.0,9072.0,5,DELIVERED
PO1072,2025-07-15,79,Zinc Sulfate 20mg,1862,2.0,3724.0,1,DELIVERED
PO1072,2025-07-15,55,Rabeprazole 20mg,896,7.0,6272.0,3,DELIVERED
PO1072,2025-07-15,96,Alprazolam 0.5mg,420,5.0,2100.0,2,DELIVERED
PO1072,2025-07-15,13,Enalapril 5mg,1470,4.0,5880.0,2,DELIVERED
PO1073,2025-07-22,84,Permethrin Lotion,336,60.0,20160.0,2,DELIVERED
PO1073,2025-07-22,7,Sitagliptin 100mg,735,25.0,18375.0,3,DELIVERED
PO1073,2025-07-22,54,Sucralfate 1g,980,6.0,5880.0,2,DELIVERED
PO1073,2025-07-22,25,Ciprofloxacin 500mg,1575,8.0,12600.0,4,DELIVERED
PO1073,2025-07-22,13,Enalapril 5mg,1960,4.0,7840.0,5,DELIVERED
PO1073,2025-07-22,79,Zinc Sulfate 20mg,1862,2.0,3724.0,3,DELIVERED
PO1073,2025-07-22,90,Tobramycin Eye Drops,175,45.0,7875.0,1,DELIVERED
PO1073,2025-07-22,1,Metformin 500mg,2240,1.5,3360.0,3,DELIVERED
PO1073,2025-07-22,43,Aspirin 75mg,1925,1.0,1925.0,3,DELIVERED
PO1073,2025-07-22,28,Metronidazole 400mg,1750,3.0,5250.0,5,DELIVERED
PO1073,2025-07-22,64,Chlorpheniramine 4mg,1960,1.0,1960.0,2,DELIVERED
PO1073,2025-07-22,50,Ondansetron 4mg,700,8.0,5600.0,4,DELIVERED
PO1073,2025-07-22,77,Multivitamin,1680,3.0,5040.0,4,DELIVERED
PO1073,2025-07-22,27,Doxycycline 100mg,2128,5.0,10640.0,2,DELIVERED
PO1073,2025-07-22,22,Cilnidipine 10mg,616,12.0,7392.0,3,DELIVERED
PO1073,2025-07-22,94,Timolol Eye Drops,168,55.0,9240.0,3,DELIVERED
PO1073,2025-07-22,72,Vitamin C 500mg,2800,2.0,5600.0,3,DELIVERED
PO1073,2025-07-22,60,Budesonide Inhaler,56,250.0,14000.0,5,DELIVERED
PO1074,2025-08-01,49,Domperidone 10mg,1960,2.5,4900.0,4,DELIVERED
PO1074,2025-08-01,85,Mupirocin Ointment,224,75.0,16800.0,3,DELIVERED
PO1074,2025-08-01,35,Nitrofurantoin 100mg,1078,8.0,8624.0,2,DELIVERED
PO1074,2025-08-01,41,Nimesulide 100mg,1715,3.0,5145.0,5,DELIVERED
PO1074,2025-08-01,87,Silver Sulfadiazine,210,55.0,11550.0,1,DELIVERED
PO1074,2025-08-01,74,Calcium + D3,2695,4.0,10780.0,1,DELIVERED
PO1074,2025-08-01,98,Amitriptyline 25mg,924,3.0,2772.0,1,DELIVERED
PO1074,2025-08-01,84,Permethrin Lotion,336,60.0,20160.0,2,DELIVERED
PO1074,2025-08-01,50,Ondansetron 4mg,1050,8.0,8400.0,1,DELIVERED
PO1074,2025-08-01,23,Amoxicillin 500mg,1820,4.0,7280.0,1,DELIVERED
PO1074,2025-08-01,82,Clotrimazole Cream,350,35.0,12250.0,1,DELIVERED
PO1074,2025-08-01,34,Clindamycin 300mg,840,22.0,18480.0,4,DELIVERED
PO1074,2025-08-01,86,Calamine Lotion,490,45.0,22050.0,2,DELIVERED
PO1074,2025-08-01,26,Cefixime 200mg,840,15.0,12600.0,4,DELIVERED
PO1074,2025-08-01,71,Vitamin B Complex,2730,1.5,4095.0,5,DELIVERED
PO1074,2025-08-01,36,Paracetamol 500mg,4200,0.5,2100.0,3,DELIVERED
PO1074,2025-08-01,1,Metformin 500mg,3360,1.5,5040.0,3,DELIVERED
PO1074,2025-08-01,92,Chloramphenicol Ear Drops,245,30.0,7350.0,4,DELIVERED
PO1074,2025-08-01,19,Hydrochlorothiazide 25mg,1120,2.0,2240.0,5,DELIVERED
PO1075,2025-08-08,52,Loperamide 2mg,840,3.0,2520.0,2,DELIVERED
PO1075,2025-08-08,94,Timolol Eye Drops,196,55.0,10780.0,3,DELIVERED
PO1075,2025-08-08,59,Salbutamol Inhaler,126,120.0,15120.0,4,DELIVERED
PO1075,2025-08-08,88,Ketoconazole Shampoo,196,120.0,23520.0,3,DELIVERED
PO1075,2025-08-08,49,Domperidone 10mg,1960,2.5,4900.0,3,DELIVERED
PO1075,2025-08-08,2,Metformin 850mg,1960,2.0,3920.0,4,DELIVERED
PO1075,2025-08-08,12,Amlodipine 10mg,1260,3.5,4410.0,4,DELIVERED
PO1075,2025-08-08,93,Ofloxacin Ear Drops,175,40.0,7000.0,2,DELIVERED
PO1075,2025-08-08,43,Aspirin 75mg,3080,1.0,3080.0,4,DELIVERED
PO1075,2025-08-08,7,Sitagliptin 100mg,735,25.0,18375.0,3,DELIVERED
PO1075,2025-08-08,92,Chloramphenicol Ear Drops,140,30.0,4200.0,1,DELIVERED
PO1075,2025-08-08,35,Nitrofurantoin 100mg,924,8.0,7392.0,1,DELIVERED
PO1075,2025-08-08,31,Cephalexin 500mg,1225,10.0,12250.0,5,DELIVERED
PO1075,2025-08-08,1,Metformin 500mg,3360,1.5,5040.0,5,DELIVERED
PO1075,2025-08-08,99,Clonazepam 0.5mg,336,6.0,2016.0,2,DELIVERED
PO1075,2025-08-08,11,Amlodipine 5mg,1925,2.5,4812.5,2,DELIVERED
PO1076,2025-08-15,79,Zinc Sulfate 20mg,1064,2.0,2128.0,4,DELIVERED
PO1076,2025-08-15,39,Diclofenac 50mg,1260,2.5,3150.0,4,DELIVERED
PO1076,2025-08-15,55,Rabeprazole 20mg,1344,7.0,9408.0,2,DELIVERED
PO1076,2025-08-15,98,Amitriptyline 25mg,1078,3.0,3234.0,2,DELIVERED
PO1076,2025-08-15,90,Tobramycin Eye Drops,140,45.0,6300.0,3,DELIVERED
PO1076,2025-08-15,24,Azithromycin 500mg,1225,25.0,30625.0,3,DELIVERED
PO1076,2025-08-15,16,Atenolol 50mg,1680,3.0,5040.0,5,DELIVERED
PO1076,2025-08-15,40,Aceclofenac 100mg,1680,5.0,8400.0,1,DELIVERED
PO1076,2025-08-15,63,Levocetirizine 5mg,2058,3.0,6174.0,5,DELIVERED
PO1076,2025-08-15,82,Clotrimazole Cream,280,35.0,9800.0,4,DELIVERED
PO1077,2025-08-22,75,Iron + Folic Acid,2100,2.0,4200.0,4,DELIVERED
PO1077,2025-08-22,26,Cefixime 200mg,1680,15.0,25200.0,1,DELIVERED
PO1077,2025-08-22,8,Pioglitazone 15mg,700,8.0,5600.0,4,DELIVERED
PO1077,2025-08-22,74,Calcium + D3,2695,4.0,10780.0,1,DELIVERED
PO1077,2025-08-22,84,Permethrin Lotion,252,60.0,15120.0,5,DELIVERED
PO1077,2025-08-22,49,Domperidone 10mg,1120,2.5,2800.0,3,DELIVERED
PO1077,2025-08-22,15,Telmisartan 40mg,1064,6.0,6384.0,1,DELIVERED
PO1077,2025-08-22,46,Omeprazole 20mg,3430,3.0,10290.0,5,DELIVERED
PO1077,2025-08-22,62,Cetirizine 10mg,2450,2.0,4900.0,4,DELIVERED
PO1077,2025-08-22,7,Sitagliptin 100mg,840,25.0,21000.0,4,DELIVERED
PO1077,2025-08-22,56,Esomeprazole 40mg,980,10.0,9800.0,1,DELIVERED
PO1077,2025-08-22,51,ORS Powder,4480,5.0,22400.0,5,DELIVERED
PO1078,2025-09-01,53,Dicyclomine 20mg,980,4.0,3920.0,2,DELIVERED
PO1078,2025-09-01,57,Lactulose Syrup,280,85.0,23800.0,5,DELIVERED
PO1078,2025-09-01,5,Insulin Human 40IU,70,85.0,5950.0,1,DELIVERED
PO1078,2025-09-01,73,Vitamin D3 60000IU,840,30.0,25200.0,4,DELIVERED
PO1078,2025-09-01,80,B12 Methylcobalamin,1568,8.0,12544.0,5,DELIVERED
PO1078,2025-09-01,50,Ondansetron 4mg,1050,8.0,8400.0,4,DELIVERED
PO1078,2025-09-01,87,Silver Sulfadiazine,245,55.0,13475.0,5,DELIVERED
PO1078,2025-09-01,7,Sitagliptin 100mg,840,25.0,21000.0,5,DELIVERED
PO1078,2025-09-01,71,Vitamin B Complex,3640,1.5,5460.0,2,DELIVERED
PO1078,2025-09-01,60,Budesonide Inhaler,84,250.0,21000.0,2,DELIVERED
PO1078,2025-09-01,35,Nitrofurantoin 100mg,1078,8.0,8624.0,3,DELIVERED
PO1078,2025-09-01,79,Zinc Sulfate 20mg,2128,2.0,4256.0,4,DELIVERED
PO1078,2025-09-01,54,Sucralfate 1g,1120,6.0,6720.0,4,DELIVERED
PO1078,2025-09-01,9,Vildagliptin 50mg,672,18.0,12096.0,4,DELIVERED
PO1079,2025-09-08,58,Zinc Dispersible 20mg,1400,2.0,2800.0,3,DELIVERED
PO1079,2025-09-08,33,Co-trimoxazole DS,1680,4.0,6720.0,4,DELIVERED
PO1079,2025-09-08,65,Dextromethorphan Syrup,336,45.0,15120.0,5,DELIVERED
PO1079,2025-09-08,24,Azithromycin 500mg,1470,25.0,36750.0,1,DELIVERED
PO1079,2025-09-08,90,Tobramycin Eye Drops,140,45.0,6300.0,2,DELIVERED
PO1079,2025-09-08,30,Ofloxacin 200mg,1120,6.0,6720.0,4,DELIVERED
PO1079,2025-09-08,2,Metformin 850mg,1960,2.0,3920.0,2,DELIVERED
PO1079,2025-09-08,100,Sertraline 50mg,448,10.0,4480.0,1,DELIVERED
PO1079,2025-09-08,5,Insulin Human 40IU,84,85.0,7140.0,4,DELIVERED
PO1079,2025-09-08,73,Vitamin D3 60000IU,735,30.0,22050.0,5,DELIVERED
PO1079,2025-09-08,92,Chloramphenicol Ear Drops,140,30.0,4200.0,3,DELIVERED
PO1079,2025-09-08,57,Lactulose Syrup,140,85.0,11900.0,5,DELIVERED
PO1080,2025-09-15,69,Fluticasone Nasal Spray,147,150.0,22050.0,3,DELIVERED
PO1080,2025-09-15,24,Azithromycin 500mg,980,25.0,24500.0,5,DELIVERED
PO1080,2025-09-15,38,Ibuprofen 400mg,2520,2.0,5040.0,2,DELIVERED
PO1080,2025-09-15,97,Escitalopram 10mg,630,8.0,5040.0,1,DELIVERED
PO1080,2025-09-15,52,Loperamide 2mg,1260,3.0,3780.0,5,DELIVERED
PO1080,2025-09-15,40,Aceclofenac 100mg,1470,5.0,7350.0,2,DELIVERED
PO1080,2025-09-15,78,Vitamin E 400IU,1078,5.0,5390.0,5,DELIVERED
PO1080,2025-09-15,83,Betamethasone Cream,336,40.0,13440.0,2,DELIVERED
PO1080,2025-09-15,16,Atenolol 50mg,1344,3.0,4032.0,5,DELIVERED
PO1080,2025-09-15,31,Cephalexin 500mg,700,10.0,7000.0,3,DELIVERED
PO1080,2025-09-15,58,Zinc Dispersible 20mg,1400,2.0,2800.0,5,DELIVERED
PO1080,2025-09-15,11,Amlodipine 5mg,1540,2.5,3850.0,2,DELIVERED
PO1081,2025-09-22,75,Iron + Folic Acid,4200,2.0,8400.0,1,DELIVERED
PO1081,2025-09-22,3,Glimepiride 1mg,1470,3.5,5145.0,1,DELIVERED
PO1081,2025-09-22,4,Glimepiride 2mg,1400,4.0,5600.0,2,DELIVERED
PO1081,2025-09-22,36,Paracetamol 500mg,8400,0.5,4200.0,3,DELIVERED
PO1081,2025-09-22,57,Lactulose Syrup,175,85.0,14875.0,4,DELIVERED
PO1081,2025-09-22,77,Multivitamin,2240,3.0,6720.0,5,DELIVERED
PO1081,2025-09-22,7,Sitagliptin 100mg,420,25.0,10500.0,1,DELIVERED
PO1081,2025-09-22,39,Diclofenac 50mg,2520,2.5,6300.0,2,DELIVERED
PO1081,2025-09-22,56,Esomeprazole 40mg,1372,10.0,13720.0,5,DELIVERED
PO1081,2025-09-22,94,Timolol Eye Drops,224,55.0,12320.0,1,DELIVERED
PO1081,2025-09-22,40,Aceclofenac 100mg,840,5.0,4200.0,5,DELIVERED
PO1081,2025-09-22,37,Paracetamol 650mg,5600,0.8,4480.0,4,DELIVERED
PO1081,2025-09-22,34,Clindamycin 300mg,420,22.0,9240.0,4,DELIVERED
PO1081,2025-09-22,8,Pioglitazone 15mg,1120,8.0,8960.0,1,DELIVERED
PO1081,2025-09-22,99,Clonazepam 0.5mg,504,6.0,3024.0,3,DELIVERED
PO1081,2025-09-22,45,Etoricoxib 90mg,504,15.0,7560.0,4,DELIVERED
PO1082,2025-10-01,55,Rabeprazole 20mg,1792,7.0,12544.0,3,DELIVERED
PO1082,2025-10-01,93,Ofloxacin Ear Drops,280,40.0,11200.0,2,DELIVERED
PO1082,2025-10-01,50,Ondansetron 4mg,1050,8.0,8400.0,1,DELIVERED
PO1082,2025-10-01,13,Enalapril 5mg,1470,4.0,5880.0,5,DELIVERED
PO1082,2025-10-01,14,Losartan 50mg,2058,5.0,10290.0,4,DELIVERED
PO1082,2025-10-01,62,Cetirizine 10mg,2800,2.0,5600.0,3,DELIVERED
PO1082,2025-10-01,98,Amitriptyline 25mg,1078,3.0,3234.0,2,DELIVERED
PO1082,2025-10-01,60,Budesonide Inhaler,84,250.0,21000.0,1,DELIVERED
PO1082,2025-10-01,88,Ketoconazole Shampoo,112,120.0,13440.0,2,DELIVERED
PO1082,2025-10-01,20,Furosemide 40mg,700,3.5,2450.0,2,DELIVERED
PO1082,2025-10-01,78,Vitamin E 400IU,616,5.0,3080.0,3,DELIVERED
PO1082,2025-10-01,36,Paracetamol 500mg,4200,0.5,2100.0,5,DELIVERED
PO1082,2025-10-01,21,Spironolactone 25mg,735,8.0,5880.0,1,DELIVERED
PO1082,2025-10-01,1,Metformin 500mg,3920,1.5,5880.0,3,DELIVERED
PO1082,2025-10-01,53,Dicyclomine 20mg,1568,4.0,6272.0,5,DELIVERED
PO1082,2025-10-01,61,Montelukast 10mg,1680,8.0,13440.0,4,DELIVERED
PO1082,2025-10-01,7,Sitagliptin 100mg,525,25.0,13125.0,2,DELIVERED
PO1082,2025-10-01,72,Vitamin C 500mg,2100,2.0,4200.0,5,DELIVERED
PO1082,2025-10-01,4,Glimepiride 2mg,1050,4.0,4200.0,4,DELIVERED
PO1082,2025-10-01,44,Mefenamic Acid 500mg,1078,4.0,4312.0,3,DELIVERED
PO1083,2025-10-08,13,Enalapril 5mg,1225,4.0,4900.0,2,DELIVERED
PO1083,2025-10-08,79,Zinc Sulfate 20mg,1862,2.0,3724.0,4,DELIVERED
PO1083,2025-10-08,35,Nitrofurantoin 100mg,1078,8.0,8624.0,1,DELIVERED
PO1083,2025-10-08,76,Folic Acid 5mg,2800,1.0,2800.0,3,DELIVERED
PO1083,2025-10-08,45,Etoricoxib 90mg,1008,15.0,15120.0,3,DELIVERED
PO1083,2025-10-08,65,Dextromethorphan Syrup,280,45.0,12600.0,4,DELIVERED
PO1083,2025-10-08,28,Metronidazole 400mg,2800,3.0,8400.0,2,DELIVERED
PO1083,2025-10-08,24,Azithromycin 500mg,1225,25.0,30625.0,5,DELIVERED
PO1083,2025-10-08,47,Pantoprazole 40mg,2520,5.0,12600.0,3,DELIVERED
